23.17,4.92,14.65,3.15,11.56,2.65,0.67,0.33,0.21,47.42,9.11,49.69,103.13,0.08,0.7,0.26,48.59
21.52,4.23,15.96,3.27,12.48,2.58,0.66,0.5,0.12,51.41,9.34,54.77,90.31,0.07,0.78,0.21,46.09
23.03,4.29,15.45,3.25,12.19,2.31,0.77,0.35,0.29,50.63,9.09,50.78,90.16,0.06,0.75,0.24,46.72
21.16,4.7,15.82,3.29,12.07,2.42,0.61,0.49,0.11,53.75,10.61,45.39,107.97,0.07,0.78,0.25,46.64
23.55,4.61,16.41,3.29,11.72,2.56,0.76,0.36,0.3,48.98,10.27,46.25,108.59,0.06,0.77,0.22,45.23
21.55,4.26,14.86,3.07,12.05,2.75,0.69,0.35,0.19,53.2,10.09,49.3,95.31,0.06,0.7,0.28,48.36
24.47,4.06,14.88,3.04,11.62,2.39,0.68,0.46,0.23,47.89,10.31,48.36,90.47,0.06,0.74,0.29,46.48
21.3,4.69,14.32,3.3,11.39,2.31,0.72,0.36,0.16,53.36,9.92,52.03,100.16,0.06,0.74,0.26,49.92
24.71,4.89,14.6,3.12,11.66,2.63,0.66,0.42,0.3,45.55,9.58,53.13,102.19,0.05,0.75,0.27,47.11
21.48,4.46,15.8,3.03,12.15,2.52,0.6,0.38,0.16,49.69,9.06,45.7,90.63,0.08,0.78,0.21,49.38
23.1,4.46,16.48,3.12,12.46,2.46,0.75,0.48,0.21,48.52,9.61,46.48,97.34,0.09,0.8,0.2,48.52
22.29,4.7,15.63,3.15,11.43,2.45,0.61,0.3,0.13,53.67,10.88,53.05,100.78,0.08,0.76,0.21,46.8
22.68,4.62,16.31,3.23,11.58,2.62,0.73,0.45,0.26,45.23,10.47,51.95,103.59,0.08,0.77,0.23,48.98
20.57,4.37,14.46,2.9,12.62,2.5,0.78,0.41,0.28,50.16,10.8,52.42,101.41,0.09,0.76,0.21,45.39
24.15,4.49,13.95,2.76,12.6,2.45,0.68,0.31,0.17,50.23,10.81,54.53,99.53,0.08,0.78,0.22,47.5
21.87,4.89,13.66,2.95,13.07,2.32,0.79,0.46,0.21,49.14,9.47,48.44,92.81,0.08,0.76,0.21,48.13
22.57,4.83,13.99,2.96,12.83,2.73,0.62,0.33,0.18,52.97,9.55,46.17,93.75,0.08,0.77,0.23,49.22
20.5,4.34,15.42,2.76,13.16,2.67,0.7,0.43,0.22,45.08,9.44,52.73,104.84,0.06,0.75,0.25,48.05
24.01,4.18,15.05,2.94,13.73,2.4,0.72,0.42,0.12,52.81,9.28,52.34,107.5,0.06,0.74,0.26,45.08
21.69,4.9,16.29,2.79,13.03,2.28,0.64,0.47,0.24,45.86,10.2,48.91,98.44,0.07,0.71,0.26,49.53
24.08,4.8,16.1,2.91,13.59,2.68,0.8,0.37,0.13,52.73,10.34,50.23,92.66,0.06,0.71,0.26,47.27
21.73,4.49,13.62,2.82,13.24,2.59,0.71,0.32,0.27,47.34,10.73,45.63,108.75,0.06,0.78,0.2,45.63
23.91,4.39,14.77,2.77,13.09,2.51,0.6,0.44,0.14,52.19,10.77,47.03,104.38,0.05,0.75,0.22,46.02
22.46,4.65,14.13,2.89,13.05,2.39,0.78,0.32,0.27,48.44,9.72,52.81,93.59,0.08,0.8,0.23,46.33
23.06,4.78,13.88,2.78,12.79,2.62,0.65,0.48,0.16,51.64,9.17,53.28,94.84,0.07,0.76,0.2,47.42
21.2,4.09,15.02,2.94,13.3,2.53,0.66,0.41,0.28,48.28,9.42,45.31,107.81,0.09,0.71,0.26,46.95
24.19,4.43,15.38,2.75,12.87,2.26,0.7,0.43,0.18,53.44,9.7,46.64,101.09,0.1,0.73,0.27,48.83
20.43,4.76,15.52,2.98,13.18,2.32,0.63,0.33,0.27,45.16,10.23,49.53,91.56,0.1,0.72,0.28,47.58
22.85,4.84,15.94,2.8,13.67,2.64,0.74,0.5,0.19,52.34,10.22,51.41,101.72,0.09,0.71,0.28,47.97
22.36,4.42,14.09,3.28,13.11,2.73,0.78,0.49,0.18,47.5,10.95,49.38,94.53,0.08,0.71,0.2,54.69
23.98,4.13,13.85,3.05,13.2,2.45,0.63,0.38,0.29,53.13,10.14,50.86,90.94,0.09,0.72,0.2,52.34
22.08,4.53,14.44,3.17,12.56,2.34,0.78,0.4,0.12,47.97,9.41,45.16,102.81,0.08,0.74,0.21,51.33
24.36,4.8,13.92,3.23,13.13,2.53,0.67,0.38,0.25,50.47,9.14,48.13,109.22,0.09,0.74,0.22,53.59
21.66,4.23,15.28,3,13.63,2.66,0.62,0.44,0.17,45.94,9.67,51.48,93.44,0.08,0.78,0.28,50.7
24.12,4.16,16.24,3.08,13.55,2.3,0.71,0.35,0.2,54.69,9.89,54.22,95.94,0.07,0.78,0.25,51.56
21.13,4.67,15.09,3.1,13.69,2.28,0.64,0.44,0.14,45.63,11,48.67,102.97,0.06,0.76,0.28,53.13
24.22,4.82,15.98,3.19,13.71,2.56,0.71,0.34,0.23,55,10.05,45.94,99.06,0.07,0.78,0.29,52.11
20.95,4.14,14.51,3.11,12.77,2.57,0.77,0.33,0.12,48.75,10.16,45.55,94.22,0.06,0.71,0.21,54.53
23.2,4.41,13.78,3.21,12.68,2.34,0.65,0.46,0.23,50.55,10.13,47.89,91.09,0.07,0.71,0.23,52.97
20.71,4.81,14.74,3.27,13.75,2.43,0.71,0.33,0.13,48.2,9.38,53.2,107.66,0.05,0.75,0.23,55
22.96,4.64,14.81,3.2,13.01,2.71,0.68,0.44,0.29,54.53,9.5,52.66,103.75,0.07,0.73,0.24,53.83
22.11,4.35,16.2,3.08,12.64,2.7,0.67,0.32,0.2,48.05,9.56,46.41,91.72,0.1,0.78,0.27,49.84
22.78,4.13,15.3,3.01,12.99,2.43,0.76,0.43,0.23,49.92,9.25,49.45,93.91,0.08,0.8,0.3,51.8
21.76,4.58,16.03,3.26,13.14,2.46,0.67,0.35,0.13,46.02,10.36,53.91,100.63,0.1,0.79,0.25,50.94
24.33,4.56,15.47,3.22,13.48,2.54,0.76,0.42,0.29,52.42,10.7,50.08,105.63,0.09,0.76,0.26,50.39
22.5,4.5,15,3,12.5,2.5,0.7,0.4,0.2,50,10,50,100,0.08,0.75,0.25,50
23.66,4.55,15.33,3.03,12.91,2.41,0.69,0.35,0.19,45.7,9.45,47.42,97.97,0.05,0.71,0.24,46.56
20.74,4.68,15.21,3.02,13.52,2.52,0.72,0.46,0.2,51.17,9.16,49.06,97.66,0.05,0.73,0.22,45.94
22.75,4.27,16.5,3.14,12.71,2.67,0.65,0.37,0.18,49.3,10.06,53.44,100.31,0.06,0.7,0.24,49.45
21.62,4.15,15.61,3.08,12.66,2.37,0.79,0.42,0.25,50.39,10.17,51.25,103.28,0.05,0.73,0.2,48.91
24.75,4.6,14.84,3.16,13.5,2.48,0.73,0.31,0.1,48.67,10.78,45.08,92.97,0.09,0.76,0.26,46.25
21.59,4.56,14.41,3.3,12.75,2.59,0.68,0.49,0.25,53.83,10.64,45,97.5,0.08,0.77,0.27,45.78
22.99,4.05,14.23,3.13,13.36,2.64,0.75,0.31,0.11,47.73,9.59,53.98,110,0.09,0.75,0.27,45.86
22.18,4.32,13.83,3.26,12.89,2.29,0.63,0.5,0.24,52.89,10.02,54.14,106.72,0.09,0.77,0.26,50.31
24.64,4.91,15.73,3.18,13.26,2.26,0.65,0.41,0.15,46.48,9.52,52.27,98.13,0.09,0.71,0.22,47.19
20.32,4.88,15.84,3.14,13.46,2.7,0.76,0.39,0.26,53.59,10.03,53.67,96.09,0.09,0.71,0.25,47.73
24.54,4.07,15.07,3.13,12.97,2.71,0.65,0.46,0.18,46.72,10.67,49.61,104.53,0.09,0.73,0.21,47.81
20.6,4.06,15.75,3.07,13.4,2.25,0.7,0.32,0.24,51.88,10.52,48.28,105,0.08,0.72,0.25,49.14
22.61,4.72,13.64,3.19,12.73,2.39,0.79,0.43,0.17,46.09,10.98,52.89,91.88,0.06,0.77,0.29,47.34
21.38,4.75,13.73,3.09,13.54,2.63,0.62,0.39,0.26,51.09,10.97,51.8,93.13,0.05,0.76,0.28,48.28
23.59,4.48,13.57,3.16,12.58,2.64,0.79,0.47,0.1,46.95,9.31,47.5,105.31,0.07,0.77,0.29,48.75
21.23,4.28,13.55,3.28,13.32,2.49,0.6,0.35,0.25,50.78,9.08,48.83,103.44,0.07,0.77,0.29,45.16
23.73,4.79,15.89,2.85,13.65,2.4,0.66,0.4,0.26,49.06,9.75,48.98,105.94,0.05,0.8,0.22,54.3
20.39,4.63,15.7,2.83,12.7,2.65,0.77,0.4,0.15,54.61,9.81,47.81,101.25,0.07,0.79,0.23,50.23
23.94,4.25,15.66,2.99,13.22,2.73,0.66,0.39,0.25,45.78,10.38,50.16,95.78,0.05,0.79,0.23,54.45
21.83,4.08,15.35,2.85,13.44,2.35,0.73,0.47,0.19,52.58,10.89,50.31,96.88,0.07,0.8,0.24,51.41
23.48,4.77,14.04,2.73,12.52,2.42,0.74,0.3,0.28,48.59,10.66,45.23,109.69,0.08,0.72,0.29,53.91
21.97,4.71,14.55,2.75,12.81,2.69,0.63,0.45,0.11,49.38,10.91,49.22,109.84,0.09,0.75,0.26,53.28
23.84,4.3,14.18,2.71,12.93,2.58,0.79,0.31,0.29,46.25,9.39,54.61,92.03,0.08,0.72,0.25,53.36
21.45,4.39,13.59,2.71,13.28,2.44,0.64,0.44,0.1,51.02,9.73,53.75,91.41,0.09,0.73,0.28,54.77
23.45,4.74,15.14,2.93,12.95,2.25,0.71,0.45,0.21,46.8,9.91,50.7,104.69,0.09,0.8,0.22,51.64
20.53,4.94,15.12,2.96,13.38,2.61,0.72,0.34,0.18,52.11,9.69,51.64,109.53,0.09,0.76,0.21,53.52
23.7,4.31,15.68,2.7,13.61,2.69,0.68,0.44,0.24,46.64,10.08,47.97,99.84,0.09,0.76,0.24,50.08
20.29,4.11,15.4,2.88,13.34,2.38,0.74,0.38,0.1,54.45,10.42,46.88,97.81,0.1,0.75,0.23,52.89
23.52,4.54,14.2,2.97,12.85,2.48,0.8,0.43,0.24,50.31,10.94,54.3,109.38,0.07,0.72,0.29,50.63
21.9,4.54,13.52,2.88,12.54,2.54,0.65,0.32,0.19,51.48,10.39,53.52,102.66,0.06,0.7,0.3,51.48
22.71,4.3,14.37,2.85,13.57,2.55,0.79,0.5,0.28,46.33,9.13,46.95,99.22,0.07,0.74,0.29,53.2
22.32,4.38,13.69,2.77,13.42,2.38,0.67,0.35,0.14,54.77,9.53,48.05,96.41,0.07,0.73,0.27,51.02
24.43,4.63,15.54,3.1,12.38,2.5,0.62,0.39,0.12,49.84,9.2,47.58,98.59,0.06,0.74,0.29,54.61
20.85,4.51,16.05,3.24,12.4,2.55,0.73,0.49,0.23,49.77,9.19,45.47,100.47,0.07,0.72,0.28,52.5
23.13,4.11,16.34,3.05,11.93,2.68,0.61,0.34,0.19,50.86,10.53,51.56,107.19,0.07,0.74,0.29,51.88
22.43,4.17,16.01,3.04,12.17,2.27,0.78,0.48,0.22,47.03,10.45,53.83,106.25,0.07,0.73,0.27,50.78
24.5,4.66,14.58,3.24,11.84,2.33,0.7,0.37,0.18,54.92,10.56,47.27,95.16,0.09,0.75,0.25,51.95
20.99,4.82,14.95,3.06,11.27,2.6,0.68,0.38,0.28,47.19,10.72,47.66,92.5,0.09,0.76,0.24,54.92
23.31,4.1,13.71,3.21,11.97,2.72,0.76,0.33,0.16,54.14,9.8,51.09,101.56,0.08,0.79,0.24,50.47
20.92,4.2,13.9,3.09,11.41,2.32,0.6,0.43,0.27,47.27,9.66,49.77,107.34,0.09,0.79,0.24,52.73
23.27,4.51,16.38,3.18,11.76,2.41,0.69,0.48,0.13,52.66,9.27,54.38,91.25,0.09,0.72,0.3,54.38
21.09,4.61,15.23,3.23,11.91,2.49,0.8,0.36,0.26,47.81,9.23,52.97,95.63,0.1,0.75,0.28,53.98
22.54,4.35,15.87,3.11,11.95,2.61,0.62,0.48,0.13,51.56,10.28,47.19,106.41,0.07,0.7,0.27,53.67
21.94,4.22,16.13,3.22,12.21,2.38,0.75,0.32,0.24,48.36,10.83,46.72,105.16,0.08,0.74,0.3,52.58
23.8,4.91,14.98,3.06,11.7,2.47,0.74,0.39,0.12,51.72,10.58,54.69,92.19,0.06,0.79,0.24,53.05
20.81,4.57,14.63,3.25,12.13,2.74,0.7,0.37,0.22,46.56,10.3,53.36,98.91,0.05,0.77,0.23,51.17
24.57,4.24,14.48,3.02,11.82,2.68,0.77,0.47,0.13,54.84,9.77,50.47,108.44,0.05,0.78,0.23,52.42
22.15,4.16,14.06,3.2,11.33,2.36,0.66,0.3,0.21,47.66,9.78,48.59,98.28,0.06,0.79,0.22,52.03
22.64,4.58,15.91,2.72,11.89,2.27,0.63,0.31,0.22,52.5,9.05,50.63,105.47,0.07,0.79,0.3,45.31
21.02,4.87,16.15,2.95,11.8,2.55,0.77,0.42,0.11,46.88,9.86,49.14,109.06,0.06,0.78,0.3,47.66
22.92,4.47,15.56,2.83,12.44,2.66,0.62,0.4,0.28,52.03,10.59,54.84,97.19,0.07,0.76,0.29,48.67
20.64,4.2,16.08,2.78,11.88,2.47,0.73,0.42,0.15,49.53,10.86,51.88,90.78,0.06,0.76,0.28,46.41
23.34,4.77,14.72,3,11.37,2.34,0.78,0.36,0.23,54.06,10.33,48.52,106.56,0.07,0.72,0.22,49.3
20.88,4.84,13.76,2.93,11.45,2.7,0.69,0.45,0.2,45.31,10.11,45.78,104.06,0.08,0.72,0.25,48.44
23.87,4.33,14.91,2.9,11.31,2.72,0.76,0.36,0.26,54.38,9,51.33,97.03,0.09,0.74,0.22,46.88
20.78,4.18,14.02,2.81,11.29,2.44,0.69,0.46,0.17,45,9.95,54.06,100.94,0.08,0.72,0.21,47.89
24.05,4.86,15.49,2.89,12.23,2.43,0.63,0.47,0.28,51.25,9.84,54.45,105.78,0.09,0.79,0.29,45.47
21.8,4.59,16.22,2.79,12.32,2.66,0.75,0.34,0.17,49.45,9.88,52.11,108.91,0.08,0.79,0.27,47.03
24.29,4.19,15.26,2.73,11.25,2.57,0.69,0.47,0.27,51.8,10.63,46.8,92.34,0.1,0.75,0.27,45
22.04,4.36,15.19,2.8,11.99,2.29,0.72,0.36,0.11,45.47,10.5,47.34,96.25,0.08,0.77,0.26,46.17
22.89,4.65,13.8,2.92,12.36,2.3,0.73,0.48,0.2,51.95,10.44,53.59,108.28,0.05,0.72,0.23,50.16
22.22,4.87,14.7,2.99,12.01,2.57,0.64,0.37,0.17,50.08,10.75,50.55,106.09,0.07,0.7,0.2,48.2
23.24,4.42,13.97,2.74,11.86,2.54,0.73,0.45,0.27,53.98,9.64,46.09,99.38,0.05,0.71,0.25,49.06
20.67,4.44,14.53,2.78,11.52,2.46,0.64,0.38,0.11,47.58,9.3,49.92,94.38,0.06,0.74,0.24,49.61
